customer_id,song_id,score
J52624,503,4
H46642,5510,4
J47684,19,4
I29773,981,5
J28084,639,4
G25291,203,5
M5927,711,3
J39494,918,4
N26518,6469,5
F33160,210,3
I30573,82,3
J25994,9892,5
F19240,4019,5
G20251,8808,4
G12691,2953,4
H43682,3,3
L11406,617,4
N18498,558,4
I19533,881,4
L42676,1818,5
M7227,2621,5
K36695,11,3
K20815,467,5
O53199,40,4
J25014,6099,5
H40992,33,5
N23418,503,4
G24841,876,4
J34284,1498,5
M19817,6697,5
M30397,1475,2
L39906,11,4
J25754,6759,5
K39725,31,3
H47232,8822,5
O34889,407,5
F51750,1367,5
O31009,2801,3
O48419,19,4
O41619,6243,4
J50294,151,4
M4667,4254,4
O9839,1442,2
L7836,1062,4
O27689,9099,3
N20148,471,3
J12634,112,4
H12642,88,4
H46732,2650,5
J8884,6581,4
F49620,910,4
O50649,947,5
G1771,2,5
K23315,228,2
J39414,5629,4
F35090,981,5
F24820,1215,5
L48086,516,5
I41793,189,4
K33145,669,4
H43312,2782,5
K37035,93,4
K45365,5622,4
O53409,208,5
K13325,818,4
H26112,512,4
L39036,181,2
O1479,9875,3
H41052,351,5
N9618,161,4
H36702,5223,4
M50917,1057,3
K51455,9741,5
N18548,7796,3
F40200,1087,5
I50723,3,1
N41998,6265,3
I10033,5127,4
H11002,1917,3
I10183,2584,3
J15444,112,5
I36213,113,3
J41674,1551,4
I11503,9419,4
O19949,4417,4
M15147,6328,2
F8170,110,3
O45129,5512,4
I15923,100,4
F31540,769,5
G39961,946,4
I46503,9218,5
H39272,1657,5
K28465,4876,4
M28207,2431,4
L12646,1574,4
I10893,2850,3
F16660,261,4
H45122,817,3
G13021,4,5
H6942,13,5
O24159,3791,4
M7537,725,5
N38708,444,5
G44001,963,4
J3194,11,5
I12623,26,3
L2716,122,5
I38283,49,5
H18842,58,5
J44804,102,4
N3928,443,4
M24537,2509,4
I53423,604,4
N43568,12,3
L45046,6273,4
F22880,1561,5
G39901,37,4
J50674,21,5
L37266,167,4
N22308,4372,2
G24841,14,4
J14744,648,4
N21228,257,4
H13542,5987,1
I30703,257,1
O52619,536,5
F35810,124,4
G38391,91,2
N20558,3111,5
I34753,27,4
K25285,4869,5
F35170,2877,3
O12389,1766,4
K48965,1472,4
H30082,1337,5
I26353,6201,4
G48931,93,3
O47909,9572,4
H21712,87,3
J48434,29,5
M8137,389,5
M41347,3108,4
K37515,8364,4
G40591,3965,4
K18615,1208,5
F39120,183,4
L19936,395,2
I35143,1052,2
O53029,732,3
J12194,1065,5
L31246,282,3
F12200,760,5
F47140,6495,5
F40760,881,3
H2042,4563,4
L20776,841,5
N39478,1425,5
L356,161,5
O15759,1284,4
F18330,7806,5
M22887,7501,4
G50801,3115,3
O18879,686,4
M37177,141,5
L18266,3548,5
K23355,5,4
G34641,2597,3
O23019,3000,5
N46328,7,5
H892,535,5
L17496,200,4
L31376,4,4
L4106,459,4
O38809,4146,4
M967,801,3
N37658,3528,2
K36145,1734,5
H35232,681,5
H48092,53,4
M36657,2039,5
I46543,1630,5
I40023,1015,3
N1338,1197,3
F50820,6910,4
J39784,3731,4
J8094,11,5
H43432,5676,4
L49746,1342,5
J19364,1570,5
M10187,119,4
J13564,1791,4
N44328,9255,3
O27829,181,5
K49455,9563,4
F19430,47,5
M31257,493,3
K14595,6167,5
F8060,33,3
G30881,2357,5
K52465,47,1
G38661,1073,4
H42092,1118,4
H43542,301,4
I8603,3751,3
F1320,353,3
I14493,4553,3
J11294,3957,4
N45598,243,3
F48250,5921,3
L9466,4639,4
H22422,873,1
F48330,947,5
H15962,64,4
G32511,1804,5
K5685,426,1
K29115,21,4
M13127,8,3
I1093,33,5
O6699,692,5
G45201,27,5
O48879,309,5
O46319,1952,5
M10317,258,5
G2441,641,3
F40350,3245,4
J12184,371,4
M48187,143,1
N28588,8319,5
F31310,4590,3
H50992,8026,3
L26846,21,3
O14999,35,5
M4597,5115,3
I30723,1851,3
H21902,387,3
O15859,5,4
I52503,38,3
N22138,743,5
N43998,4077,4
H51732,1846,2
N33018,251,4
L27256,470,4
N10568,7424,5
J42444,2275,5
F30310,12,3
O9499,9793,4
G921,704,4
I30743,128,3
K30295,846,4
L47336,160,4
O8449,217,4
G36291,59,5
N47208,8,5
L11686,328,5
L6706,167,3
L50856,41,5
J25134,2555,4
G301,3362,4
G40541,18,5
G4411,664,5
M13897,58,5
J11564,734,3
J40664,84,4
L10366,15,4
I39483,134,5
N8428,3546,4
L18976,7531,3
H48332,3388,3
J44254,7271,4
I17923,94,5
M23447,52,4
J25824,79,4
J10924,2428,4
J21094,1947,3
I14663,1986,4
K1365,803,3
J51044,1027,5
I38703,9985,2
L3936,16,4
H24642,81,5
G19741,54,5
K52415,492,3
M10937,378,5
O1199,501,3
L29126,701,5
M9467,189,5
J13054,741,4
I32973,7131,5
I40173,129,5
G25701,10,5
G50751,6759,2
L31956,9455,4
F51310,104,4
K40435,1139,3
J1204,248,5
J13964,947,4
K37545,3,2
G30271,977,5
H11242,1495,4
H51672,7125,4
O13229,415,2
M3017,194,3
K19875,2026,3
H45722,3088,5
K12215,2024,3
L43036,8,4
H14402,2763,4
I40393,322,5
K13675,730,4
K26185,17,5
F20240,6909,3
N41698,393,5
J30004,9412,5
H26142,63,4
K42185,6497,4
O50629,470,5
F52370,842,4
L4366,1603,5
H16472,465,3
F50080,741,4
K9995,967,5
O34889,1790,4
K53325,9,5
N1308,296,5
I13033,777,3
F23550,1706,3
L7896,37,5
N44358,82,3
O39529,9851,5
L35406,2612,5
N35848,4880,4
H10042,1363,5
K36015,553,3
J27484,2877,5
H18742,67,4
F22880,726,4
K9835,763,2
L52706,287,5
O46319,364,3
K23275,2659,2
O53409,2837,3
O48689,1016,4
N51828,2,4
O379,66,2
M30557,1883,5
I51523,1727,3
L37336,6713,4
J31344,2833,4
I3283,3531,3
H17592,238,1
J11854,413,3
M4297,687,2
H932,32,4
N17078,185,4
I40823,675,2
J28084,1,2
J31624,3523,5
G29591,3297,3
G17491,4522,5
H12462,1378,3
G37631,81,5
H41592,326,3
I8503,110,3
G12931,5124,2
K46385,9770,2
L36616,48,4
N31608,1206,2
O33229,3024,3
G7411,179,4
G7471,439,5
K48065,4102,5
L23996,6982,4
G21711,1175,4
M9897,426,5
N25298,8,5
M27717,858,5
M32667,2253,5
G43041,332,5
I46653,8274,4
O8769,4006,4
M32147,446,4
K27375,319,5
O50999,2927,3
J2464,4632,4
M40597,183,5
F18860,448,5
K14775,74,3
I2683,186,5
I2763,441,3
I5973,5427,4
N42958,593,5
K34805,7947,5
N38538,8,5
L10266,321,4
G9801,1465,5
I45483,9241,4
H24022,206,4
H30802,1075,5
M50767,1791,3
F8830,1053,4
J9214,799,5
H38072,2736,3
I37843,22,3
L12906,154,5
L18676,85,5
G14591,2543,5
J38444,2,3
J17674,3524,3
J43754,951,4
I2683,201,1
O36679,372,4
I13693,3194,4
G7321,1182,4
J40124,697,4
F29560,1223,4
J5904,60,1
G53251,172,4
G16471,57,4
J30294,14,5
M6187,184,4
N44358,413,4
I21973,715,4
L14596,56,3
H40502,4914,3
L30076,52,5
G30941,1344,4
O14329,7675,5
K48075,312,5
J15684,6692,4
H25812,766,5
H47542,3478,5
L37716,7,3
F30690,1540,4
K40765,328,5
K44555,59,5
J30164,890,5
H28032,539,2
L25026,579,4
N48948,27,4
I2403,7187,2
J6674,1152,3
F27920,940,3
M12397,2839,3
L22006,2718,3
I23833,323,4
L5326,930,4
O18879,5340,4
L5296,471,3
G26491,1959,4
M40497,4444,5
N10228,557,5
L11896,5194,2
N37868,747,4
O39019,961,3
L47126,272,5
K16395,2841,4
L14016,5185,4
H42462,1548,4
L37166,911,2
N11938,1420,5
J12494,1192,5
N42868,9705,2
J6194,1479,4
H28722,293,5
G11621,5983,5
J11954,6534,5
N918,1539,4
O25299,149,3
L14776,967,4
F6350,7099,5
M25737,600,2
L26826,246,4
K28645,410,3
H46492,947,3
H49102,2178,5
F27260,305,4
O15439,8755,3
M1477,217,4
G37001,16,2
L14776,859,4
F28630,1602,5
O16169,461,3
I25603,107,1
K5935,3508,4
G4691,1171,3
N48108,857,4
K17485,68,5
N3698,565,4
O29199,678,5
N37978,5425,5
J5624,299,3
H28122,1898,5
N22148,21,5
M31557,4226,4
G22941,2632,5
L6306,5326,4
F16300,1166,4
G22181,4365,4
J17994,155,5
J50024,3008,1
I29303,321,3
K48715,1764,4
N5678,705,3
M2797,919,3
J29844,416,4
K3135,6809,5
G25601,862,5
M14797,1399,5
L51396,6554,4
I12763,1383,3
M11957,3756,3
N9168,6287,4
G52801,2437,5
L736,542,4
L38896,552,4
F26460,833,4
O35049,515,5
N32908,14,5
K49585,17,5
G27121,59,4
F38650,172,3
G27421,986,4
G42081,4170,5
F20530,264,3
K11425,5316,4
F38580,570,4
I26893,862,5
M53107,1092,3
M23307,24,4
N45018,785,3
G34571,562,5
M29547,731,4
N9078,243,4
K8475,35,5
K47355,45,3
N3798,691,3
F8260,20,5
I37223,2547,3
O6499,489,4
J11774,427,4
I40343,1739,5
F53080,2417,4
J40594,1427,2
K47615,232,5
L27816,820,4
I4423,1299,4
F33540,6789,5
M19737,868,4
I24603,1457,2
J18564,3488,3
J25424,307,5
G33231,6312,4
N21628,23,5
G50451,130,4
I4703,249,4
N51628,6800,5
L41596,3037,5
J26444,6140,4
J31464,249,3
L49106,119,5
I6743,1326,4
F42160,1442,5
H32932,215,5
M17617,1196,5
G15461,4879,3
I21193,2940,4
N20788,6286,3
G20241,362,4
F42730,298,5
I12473,681,4
N51668,193,3
J48454,2655,5
K37445,1591,3
I12363,1410,5
H6702,570,5
H48812,438,5
L21296,4497,4
I46263,618,5
M20537,2990,5
L20176,897,4
M45677,5457,4
O10959,6967,5
J14094,288,4
H20062,6981,5
N49418,159,5
J52464,6458,3
H28822,1889,5
G14991,1131,4
J38674,5422,5
G34571,8183,4
H24252,1415,3
O21359,826,4
J47944,4259,4
G46251,4,5
O51359,4729,2
J9794,1318,3
J7524,266,5
F34890,6384,4
G44971,389,4
J14684,6735,3
J31684,4025,4
I41073,360,2
K9785,70,5
J32334,137,2
F48680,33,4
O14199,209,5
F8110,8,4
L20166,4809,5
G16181,553,2
M35007,113,4
G2261,7,3
L32136,259,3
O14249,3231,5
O10199,35,1
H13192,718,1
N26618,4823,2
O18779,753,4
N51108,2211,5
G37191,4493,4
M9267,3210,4
G39701,311,5
L43706,1016,5
J21724,292,5
O34509,5624,4
M21717,5505,3
G22721,725,5
I28653,5910,2
G34311,7259,5
J22094,282,5
K21915,880,4
O35199,97,4
J4844,3497,5
N41628,717,5
O4809,1163,4
G14401,2748,3
O40319,7375,5
M50357,11,5
F9350,5191,4
G25651,578,3
K29665,9347,4
I40013,44,2
H2152,4116,3
G37801,2180,3
G16441,2449,5
H9912,4113,3
N15768,1462,5
I12673,418,5
M42927,82,3
K37795,501,4
H18842,734,3
F49710,1372,5
F25610,151,4
F37850,5030,4
L13016,349,5
J15704,886,5
N34488,7990,3
J22604,194,5
J49314,1158,3
I22623,8643,5
F13240,256,5
M52987,1159,5
K515,715,5
K9075,584,4
L32886,2706,4
O35979,3,5
N33498,897,5
M52307,4502,5
G27771,37,4
J28314,4696,4
I27403,1165,4
H38402,5710,5
H5642,1645,3
K32905,88,5
K36695,480,4
G41901,632,5
J11764,112,4
I2403,131,5
O46649,4480,5
J45544,9351,4
F8540,685,5
G46801,939,5
F36650,1032,3
H52832,7532,3
N19008,6105,4
M2627,401,4
M1077,2044,3
O3629,575,3
G52061,7166,3
O33739,22,5
G12111,4583,3
K23095,133,4
F35670,1648,5
I19633,534,5
N16418,3072,4
L30146,6681,5
L12946,8,4
L39906,6179,4
I34813,3943,4
H41702,1571,4
K11115,75,3
L46616,3880,4
J34984,312,4
M41737,996,3
O17059,1578,2
G1251,494,4
J52884,359,4
K5795,4018,5
O33719,2206,4
F46400,1569,5
N12358,298,3
N24698,843,3
M8257,70,2
G42081,37,3
H37742,1557,5
M17267,4698,4
K48075,8896,3
M26737,36,5
N47628,5682,5
L49496,56,3
G44141,1157,5
O4269,921,2
G15181,1044,5
J21824,660,3
K1175,365,5
F2560,2620,4
N2648,3656,3
N22328,1998,4
F18990,59,4
F11740,44,1
O8499,245,4
F4330,7352,5
N32948,160,5
F43950,279,4
H3272,301,5
L12866,766,5
N42678,12,4
O42619,44,5
J38994,10,4
F23640,1076,4
K46495,130,4
F19810,2512,4
M41837,8,3
N47788,1163,5
F11380,5558,5
F31650,3535,4
L50606,522,2
J12504,483,3
O679,1972,3
K8725,399,5
O47969,31,5
N23738,4320,4
O51229,7937,4
F13660,99,2
O49299,342,2
H1872,799,4
G11791,7619,4
F25870,1741,3
N24478,1168,4
G17771,228,3
N9668,5508,5
O14329,24,5
G42091,3352,3
I2993,1825,5
O16919,2468,4
M27787,407,4
J14774,173,3
M47487,221,5
L9596,513,5
O27719,198,4
M33097,980,5
O33259,108,4
L28676,116,3
M48327,567,4
N19248,1498,4
L53226,16,4
F9220,1845,4
K42125,5539,5
M38207,5558,3
J15024,2104,2
L24056,543,5
H27682,8784,3
L26986,21,5
J22534,27,5
N3768,1074,5
H18262,8990,1
M46667,714,2
G45201,4709,5
M7397,1230,4
G37691,9735,5
H32342,848,4
M17627,6196,4
I17753,695,5
L26776,2012,4
L44626,342,3
F27920,235,4
H19502,481,2
N8318,813,3
M8597,949,4
L35506,4998,5
L47306,1385,1
O15619,5992,4
I41213,547,4
H6122,606,4
I19633,9973,4
J28134,20,5
I48893,607,4
N10228,198,4
K45315,274,5
M48447,60,4
G44141,376,4
J51324,27,5
I10033,1273,3
K9995,23,5
L16986,2358,5
F33130,2300,4
G35491,809,4
M11157,6541,3
M34477,108,2
H43052,10,5
O26069,371,3
L616,200,4
H46872,5940,4
H40662,413,3
M5327,825,3
L23446,8752,4
M14837,2225,2
I39503,14,3
M33547,237,4
F29670,8180,4
G1081,55,4
I47013,740,5
J40724,2579,5
M39147,1771,4
F20290,856,5
M967,5318,3
M49427,1,4
F25470,938,4
J39604,4668,5
G3221,125,3
L48236,984,5
L5676,4624,5
G38391,5060,5
O16649,261,5
L30146,367,5
F16960,818,3
I34313,2616,3
H19282,14,3
I17393,7198,5
N24928,62,5
J40844,131,4
O7469,167,3
F11220,6029,5
I50113,8922,5
F43950,5,4
I32033,1167,4
F27110,2061,4
F45830,771,2
O8339,4598,4
G45641,187,4
J18014,174,3
N1558,1050,4
N40978,41,5
K44835,266,5
I29303,28,5
N288,35,1
O24149,515,5
H7442,119,3
L52506,403,3
L48836,664,4
N1298,1,5
M2067,508,3
G37801,3619,4
J174,1672,5
H50322,21,5
F16740,960,4
F20170,61,3
L4396,131,2
F6780,6964,3
L40786,7406,2
O41229,52,3
I2953,6937,4
M14437,338,5
O27839,1226,3
G12201,260,4
O14379,36,4
O31059,140,3
J8094,587,4
G15461,45,5
O17379,289,4
K25705,2277,5
K10785,4684,4
L22006,3546,5
M25667,288,3
L27746,8110,5
L1416,473,4
O44619,2342,4
I42523,3005,4
K14775,251,5
O1419,42,3
M19797,386,4
N49418,73,5
N49138,1909,5
H30832,7936,5
N31778,295,2
K14015,7919,5
M47707,3701,2
H27522,2550,5
J26374,998,3
H37242,17,5
N19578,45,5
F18660,16,5
K28255,29,3
N43998,449,5
G14811,314,2
N50348,5369,3
O30289,5802,5
J53324,81,5
N42868,460,5
I27963,1083,4
M25917,1073,3
I22163,1690,5
M35097,4496,5
L10416,2861,3
N37238,2010,5
L31966,1050,3
F24380,620,4
O14459,2419,4
G11621,403,1
O7619,5987,5
H5642,6180,2
G49701,6668,5
K25215,2026,3
L6846,7298,4
I38563,434,4
N36038,3787,5
G44971,2299,3
M20007,428,5
O12129,6397,3
L47266,35,4
M43707,28,5
J11774,301,5
H27992,5982,2
G24371,1195,5
K15755,6143,3
I40133,4,5
F22710,4734,2
J30574,69,5
J26704,2279,4
O4489,307,3
L18976,33,3
G39691,540,3
O46319,1147,2
N48118,165,5
J12854,1360,2
F15870,2049,5
N35588,1065,5
F43380,289,5
G50111,349,4
H41112,18,4
K11545,3779,4
J28724,3275,5
N6768,669,4
N45238,2260,4
L28836,3241,5
I34083,238,4
H22882,53,5
O35429,1700,4
M28387,5934,4
N28458,1916,3
N16538,6078,5
N20888,4666,4
H19232,278,5
N16738,3021,2
N49458,41,4
F28190,677,5
G51081,425,5
J8114,1617,4
G37821,310,4
I50233,5816,4
F51390,724,4
K23845,364,5
L12316,560,4
G15281,1622,2
G721,8,4
K8575,196,3
L49756,78,3
H35232,357,5
J154,8,4
K16915,819,4
N52558,36,4
G47051,5488,1
H36522,319,3
L356,289,2
K39775,2155,5
N14958,4741,4
H6592,1897,4
K39265,244,5
O45099,6640,2
I34503,2095,5
I5543,446,5
K31785,229,3
J34804,891,4
K29485,58,5
L41686,27,4
H46972,60,5
I20533,4186,5
L28766,203,4
N13308,391,4
K24825,179,5
N12348,1825,4
F11450,1094,4
M42027,1196,5
H21252,3900,5
K6605,105,2
I38893,3379,4
H44602,15,4
L11476,5196,3
J11764,64,5
I2503,7955,3
I16013,425,1
J52274,336,4
K10785,180,3
G16591,8094,3
G38711,1061,5
H17232,6745,4
H30482,2452,4
M10187,301,5
G49371,23,5
G8991,83,4
I53053,1298,5
O1449,551,3
J6814,2041,4
G53151,932,1
G8221,204,5
K38815,2048,4
K40765,1398,4
H50472,221,5
L51146,382,4
L28836,1022,4
I22923,8,5
L20906,1459,4
M16277,3088,2
N4048,2727,4
F19120,3407,2
K46915,8883,4
N42008,635,4
O13779,6007,4
K25145,802,3
L14866,29,3
O51979,456,4
K9565,126,5
I1103,5430,3
I30903,4109,3
I45213,9548,3
H36362,94,4
K22025,1789,4
N7078,7259,3
I2873,690,5
H38352,54,4
N4008,646,4
I19443,8640,5
K48315,3461,4
M50987,5,4
N50148,8034,4
I32093,2389,4
M23737,4826,5
H27502,110,4
I27903,6283,4
L47126,396,5
I41163,1838,5
I1833,1171,3
H23982,2243,5
F42500,596,4
M19797,3206,5
K3155,2268,4
J3664,1012,3
K24845,7304,4
I53093,6805,4
N8318,1,5
N36258,6657,5
L18676,545,5
O24739,3368,1
K47615,2,5
F25120,3817,4
I49613,7590,4
L12346,5705,4
J9354,16,4
H37242,6086,3
I29773,22,1
L43356,392,1
F27740,6665,4
H29442,21,5
J32384,61,5
N36038,99,4
H21542,855,5
G44671,376,4
M7707,251,5
N15218,453,3
K43115,5737,4
N24518,915,2
K25535,305,3
J19264,5133,3
F49650,2705,5
L17276,3486,3
G12231,88,4
H39302,1165,5
K40245,2942,5
J37594,1890,4
L46506,1285,3
K36485,172,3
F38520,1443,4
J14124,75,3
O42619,7408,5
L3936,205,3
O8989,1676,5
L2846,8805,4
M11197,821,3
H51692,2480,5
J21084,4,4
I26323,333,5
M24037,746,5
M50457,32,3
O18389,90,5
O2629,196,5
J5494,321,5
I26323,4685,2
K15725,1754,5
F26460,4532,4
O6049,4704,5
K27305,31,5
M40577,2996,4
L17296,48,5
L4296,8313,5
N25518,740,5
K34385,606,4
J6014,4445,3
F25860,70,5
F7190,2245,5
N47798,270,5
L43036,710,3
G39191,1242,3
N18458,32,4
G41411,7116,4
J7314,5562,4
I11103,3141,2
M227,1170,2
K34655,4206,4
M33577,384,4
J20324,5856,5
I40823,101,4
G19741,2669,5
M5437,6880,3
H51152,2511,4
K28705,89,5
N41038,4667,4
M13517,240,4
M37667,2876,3
L26856,24,5
K30545,2956,5
I26153,2293,4
I42373,4914,4
J40124,63,4
K32375,24,5
L4546,111,2
M13577,9872,4
N42288,597,3
L42556,9770,4
H392,1020,5
K35375,2366,3
M41307,2395,1
K9915,1139,2
O33849,2679,3
K7205,405,4
O4269,1040,3
O10209,944,3
I5933,412,5
N35848,134,2
I9283,6104,4
O47599,14,1
K5575,603,5
J53394,146,3
M11247,877,4
H21452,5993,4
O16539,4647,5
O26129,2127,4
I22803,3,3
I45153,35,5
H6592,271,5
M44227,776,4
I2243,14,1
N20148,50,3
L37276,488,4
N16618,1362,3
K34815,2813,3
L31266,1654,4
M3637,307,4
O33539,2246,4
N1078,52,3
F39170,682,4
J47554,6618,5
M50947,889,5
J11454,69,3
H28852,1886,5
I15023,410,3
O45059,1388,3
G46441,90,3
N12518,7619,3
G47171,15,4
K14705,1294,5
L29746,1053,4
O3839,92,5
K43195,628,4
G10661,1055,5
N2818,121,4
G3551,3130,4
O6299,1361,4
O15379,336,4
K36325,2997,3
I18173,37,4
L8216,1155,4
O23249,2511,4
J29434,91,5
I27713,6,5
F26760,3098,3
G19211,7610,3
M24097,142,4
M28447,3226,5
J29624,5642,5
K22025,351,3
O5229,2029,3
H20732,3286,1
K24845,292,4
O3069,5273,4
K5195,1144,5
O1029,113,5
H14242,635,2
G5531,847,1
J12744,8542,5
J6924,1482,3
K46695,499,1
H52912,961,3
I14663,2842,5
L43036,863,5
N6748,276,3
H16972,7715,4
I31433,2875,4
L40396,1156,4
J6214,882,4
H19322,3240,3
I15313,577,4
O30839,254,5
L49776,1489,5
G601,2840,3
F32940,3106,3
K47025,1183,4
G14911,1784,4
J20314,3988,3
G24251,6396,5
F27170,26,4
O679,110,4
L36756,8407,4
K29655,2271,5
J11904,20,5
K16325,738,4
F5150,91,4
K53305,70,5
M4907,2455,3
H9002,1513,4
O8659,6859,3
F5150,9241,5
H30382,120,3
H42412,31,4
L3516,1199,5
K9975,85,4
F7410,129,4
K10295,544,5
L12316,274,5
N38538,5772,3
I43073,2754,3
I30513,25,3
L37246,5475,4
L50036,4,4
L42396,24,5
H35052,215,5
G33001,42,4
F45200,1478,3
M51597,1775,5
H1252,133,5
F42730,18,4
H33252,334,5
H39692,1314,5
F490,38,4
F46840,18,5
J794,1102,5
H24132,965,4
F34370,289,5
M7227,1060,4
J37864,4476,3
K32435,299,5
L25736,1195,5
O52579,712,5
M7597,2498,3
O29289,3288,5
L40456,178,4
O6139,693,3
O46699,9558,4
M21067,443,4
F49270,9770,4
H9952,993,4
K36015,1549,3
K44355,39,5
I46573,437,4
N4438,4233,3
K31585,1078,4
K24975,836,5
O4489,389,4
G27641,878,5
H3942,115,4
O24139,260,4
M16237,472,3
J26094,1259,5
J23244,4479,4
H23972,916,4
I47663,37,5
F14210,105,5
J52004,1535,5
G53311,1188,5
F43920,2388,5
L7836,9427,5
I22293,2765,5
N37118,9283,5
K32075,1674,5
O27019,1634,4
H12462,941,3
J34984,5505,4
N21428,512,3
O35399,2011,4
M3447,282,5
G25701,575,5
J13954,793,5
G35701,1937,4
O8419,1644,4
J18544,279,5
L31486,2299,5
O35169,7,2
F22160,101,5
N16738,596,2
L5186,6982,3
H12792,1536,4
M4907,302,3
G18531,7,5
J52064,9,4
N50868,993,5
H11012,584,3
L9656,773,4
L31726,4420,4
M20797,516,4
K34995,2621,5
F25070,470,3
J32664,176,4
N17008,57,5
I52893,1397,4
I45823,51,3
G29961,644,5
J28684,221,3
J11494,6814,4
M13267,98,4
N7868,104,5
J26094,368,5
J18654,2120,4
I36863,8,5
O44039,1114,5
J10644,5283,5
L22266,2176,5
I42313,557,4
L35406,60,4
K48965,51,3
H11942,5596,4
L52246,458,4
N34108,110,4
K35615,24,5
F20430,3280,4
O40609,189,5
H47302,4543,5
N31528,9759,5
H23782,4695,2
J30624,560,4
L34946,37,5
I10223,442,3
O47249,343,4
L32606,569,4
K50355,5278,5
G3161,126,3
M13707,9900,1
H40502,277,5
J16594,2923,3
O44649,8293,3
J2014,5101,5
L37266,5,4
M487,248,5
O48659,2574,4
I49923,957,3
M31657,3732,4
G6011,974,3
H19052,278,5
F1420,310,1
N30928,2282,3
O35369,30,5
J44,212,4
G38011,5153,5
O829,7401,3
H302,7242,4
H10042,70,5
H18222,14,3
L23746,1120,5
F2320,58,4
K48925,10,5
G4581,325,5
K4805,6140,4
J8954,15,4
K49295,197,5
O29789,587,2
O6429,5778,5
G29701,512,5
N10648,318,4
F22890,1247,4
H21712,97,5
M2547,2559,4
F46840,28,1
J23714,446,4
G39841,9,5
H18692,73,2
K19145,1113,5
M21707,86,2
J3714,127,4
O42169,2139,5
N2318,9563,5
K3955,2,5
O26589,343,4
I6883,2881,4
O31669,122,3
L37716,47,4
F11630,38,5
N41078,27,5
J15604,824,4
N6008,7167,4
I4403,4029,4
I30123,2600,4
F16270,5633,4
K45415,836,4
I13573,1499,3
L48636,208,5
F43530,189,2
K52805,1558,5
L28146,2068,5
K44235,1568,4
O9499,5192,4
O10089,32,4
O52809,65,3
G46441,835,2
N26648,963,5
N24178,1735,2
J17864,5877,4
J9344,2914,4
J10374,221,3
M46977,1829,3
G19921,621,4
O37659,477,5
O13779,4,4
O37779,889,3
M39247,52,5
K16985,1605,4
H44262,471,2
N49218,514,4
I16993,3676,3
J16464,170,5
H21722,1585,4
F27170,2291,4
G1401,61,4
K21915,2814,4
O48879,525,3
N12978,312,4
M32717,47,4
O27759,775,2
K1245,4959,2
N6748,2719,3
H45332,311,4
K10935,77,5
N27688,216,4
O34049,1134,4
O11509,7322,4
J10114,4761,2
I17153,492,4
O11189,6324,2
M8627,9969,5
L27256,4211,4
O42089,2552,3
H34102,699,4
O21229,1216,3
K26565,20,5
H44102,2041,4
N29438,511,5
L16376,305,5
G23091,1993,5
H29772,88,5
F21470,2255,4
H29632,251,5
H4292,869,5
H45282,259,5
G38001,1515,5
L15006,730,3
J15964,1897,4
K52845,2472,5
K13285,6635,5
K25365,1331,5
L3196,2324,3
K34155,188,5
J10474,138,4
G39091,309,3
F33050,3968,5
N36478,2240,2
H2962,1887,3
O3919,1104,1
N49188,3523,5
L28856,82,4
M37237,840,5
L28966,311,4
I37983,6516,4
N20148,318,3
K36165,8617,1
L10046,9,3
J27494,165,4
K39845,669,5
O35049,46,5
G36271,2275,5
F33320,517,3
J2944,1070,5
L43836,1962,5
G48001,210,5
J17804,37,4
L6066,49,4
H34722,280,5
J13564,1827,4
H5742,7013,4
O50949,1088,3
G5761,7441,4
N22708,5924,5
J11374,5790,3
K51585,2915,4
K30665,1549,4
O22429,3037,5
N16608,342,3
M35327,5081,4
M49117,1,5
F26520,618,4
L39426,313,4
N42038,217,4
M48187,6270,5
H41422,8132,4
G17731,6637,3
I20753,9498,4
M18387,1390,3
L49966,7354,4
G40541,9953,5
H5732,63,4
J30294,189,5
I37073,1905,5
I38603,39,5
H23972,46,4
K50115,3422,5
M46127,1746,5
N28088,1906,5
F10520,1625,4
N5018,9793,3
I19173,8983,3
H11852,265,5
H36702,1964,5
J32734,39,5
H12652,1787,3
J25324,77,4
K13195,125,2
K29185,163,5
H33372,1898,5
J29044,507,4
G15431,2341,5
I993,88,4
L37656,847,4
F24380,769,5
L38476,5643,5
H13032,2695,4
L36586,1160,5
M35337,94,5
K13255,150,3
J42234,18,4
F17100,369,5
N26778,289,5
L36926,6803,3
L19046,703,4
L4226,1843,3
H44412,871,4
N44298,6557,3
O36829,41,5
F50270,60,2
M53047,838,5
J43324,5683,5
I37953,491,3
F39420,2,4
K3155,1076,3
K18185,4007,3
I31093,76,5
I20693,172,4
F51750,500,3
J50014,421,5
F38870,701,5
K47905,185,5
N52688,752,5
N17348,9471,4
O1419,758,3
K7055,7991,3
G4751,17,4
M38277,1075,4
O48689,832,5
K48805,712,5
I52143,9,3
M47057,38,3
G2481,2075,4
J40844,67,4
H4272,443,4
L46506,399,4
J3344,8370,4
O25379,146,2
H47642,1772,3
M22487,138,3
K12085,5032,5
L5186,1823,4
N17608,61,5
G14261,2490,5
N10808,62,5
L37686,1255,4
K45485,1561,4
F37510,2587,5
N2538,7261,4
L18116,5528,2
F50950,569,3
J40664,518,4
G16591,268,2
J44014,854,4
K1785,209,3
J40614,6254,4
N11078,5337,3
L31746,23,4
O47119,259,5
J37844,9871,4
F37310,107,4
G3981,8961,5
L25006,325,3
